"","Date","Year","Month","New_users_transactions","Returning_users_transactions","New_Users_Revenue","Returning_Users_Revenue"
"514",2020-01-16,2020,"January",1,0,1333.09,2409.87
"515",2020-03-04,2020,"March",2,0,589.54,5206.41
"516",2020-07-31,2020,"July",1,0,1304.87,4859.45
"517",2019-01-04,2019,"January",1,0,536.33,4360.4
"518",2016-07-14,2016,"July",1,0,601.32,3964.75
"519",2019-10-27,2019,"October",1,0,731.24,524.47
"520",2019-11-02,2019,"November",1,0,1233.88,488.65
"521",2019-11-03,2019,"November",1,1,2266.14,5355.15
"522",2019-11-16,2019,"November",1,1,729.26,6610.16
"523",2020-01-23,2020,"January",1,1,659.7,2059.17
"524",2020-03-26,2020,"March",1,1,1883.1,6710.3
"525",2020-07-26,2020,"July",1,1,499.54,1989.26
"526",2020-08-09,2020,"August",1,1,484.34,939.9
"527",2021-03-03,2021,"March",3,1,910.57,500.77
"528",2019-04-23,2019,"April",1,1,1405.11,4141.95
"529",2021-02-17,2021,"February",1,1,1600.83,5231.31
"530",2019-05-07,2019,"May",1,1,3543.59,2734.51
"531",2020-09-08,2020,"September",1,1,1079.89,2115.26
"532",2018-11-30,2018,"November",1,1,831.75,4998.08
"533",2019-01-11,2019,"January",1,1,556.89,1726.3
"534",2019-04-26,2019,"April",1,1,517.54,581.74
"535",2021-03-05,2021,"March",2,1,4493.66,2558.03
"536",2019-07-26,2019,"July",2,1,2989.35,8637.8
"537",2019-02-11,2019,"February",2,1,1554.48,4532.69
"538",2020-06-10,2020,"June",1,1,2117.34,4081.72
"539",2020-10-16,2020,"October",1,1,2122.03,2550.03
"540",2016-07-18,2016,"July",4,1,935.88,1174.65
"541",2021-02-12,2021,"February",1,1,482.83,2682.64
"542",2020-07-29,2020,"July",2,1,1045.41,5565.5
"543",2019-11-21,2019,"November",2,1,1224.43,3700.54
"544",2019-09-01,2019,"September",2,1,1569.11,2880.73
"545",2020-01-02,2020,"January",2,1,3497.27,5300.17
"546",2019-08-24,2019,"August",1,1,1050.74,2177.33
"547",2020-06-04,2020,"June",1,1,143.56,759.97
"548",2020-04-05,2020,"April",1,1,713.94,2070.38
"549",2020-08-26,2020,"August",2,1,1888.85,2509.55
"550",2021-03-09,2021,"March",3,1,1466.09,4674.52
"551",2019-03-29,2019,"March",2,1,1657.09,3394.88
"552",2019-07-24,2019,"July",1,1,2102.6,2508.42
"553",2019-09-12,2019,"September",1,1,1445.76,7161.23
"554",2020-01-04,2020,"January",1,1,369,967.39
"555",2020-02-11,2020,"February",2,1,462.03,603.26
"556",2020-01-22,2020,"January",3,1,696.56,4338.15
"557",2019-09-15,2019,"September",2,1,2943.95,7409.33
"558",2019-07-16,2019,"July",3,1,1058.12,4625.51
"559",2020-07-01,2020,"July",2,1,1193.72,7934.88
"560",2020-07-30,2020,"July",2,1,2600.91,4180.17
"561",2018-11-17,2018,"November",2,1,450.53,342.58
"562",2018-12-14,2018,"December",3,1,412.23,1264.4
"563",2018-10-18,2018,"October",2,1,2164.72,1474.13
"564",2018-11-26,2018,"November",2,1,735.42,2738.14
"565",2019-03-26,2019,"March",1,1,1910.9,3293.12
"566",2019-06-14,2019,"June",2,1,1900.17,1625.32
"567",2021-01-26,2021,"January",3,1,2817.08,3174.16
"568",2021-02-05,2021,"February",1,1,377.04,409.01
"569",2020-07-07,2020,"July",2,1,509.18,841.48
"570",2020-05-15,2020,"May",2,1,2533.56,6867.09
"571",2019-12-09,2019,"December",2,1,1113.81,5862.77
"572",2020-03-22,2020,"March",1,1,905.05,6732.51
"573",2020-05-08,2020,"May",1,1,2782.19,2431.95
"574",2019-01-10,2019,"January",2,1,1359.73,2190.27
"575",2019-09-07,2019,"September",2,1,424.46,788.87
"576",2019-11-04,2019,"November",1,1,420.81,261.75
"577",2020-02-22,2020,"February",2,2,774.66,342.62
"578",2019-12-28,2019,"December",1,1,741.8,2017.3
"579",2015-07-05,2015,"July",2,1,1982.67,4100.86
"580",2020-10-22,2020,"October",3,1,2063.7,5113.44
"581",2019-02-06,2019,"February",2,1,1182.43,3613.64
"582",2020-04-11,2020,"April",1,1,538.02,309.81
"583",2021-02-25,2021,"February",1,1,474.55,237.15
"584",2019-04-07,2019,"April",2,1,2075.18,1821.02
"585",2020-07-19,2020,"July",2,1,2462.56,1268.32
"586",2020-08-18,2020,"August",1,1,2059.71,2638.81
"587",2020-10-10,2020,"October",1,1,860.68,3310.76
"588",2020-03-08,2020,"March",1,1,1336.15,935.4
"589",2021-03-01,2021,"March",1,1,425.83,440.36
"590",2019-06-05,2019,"June",2,1,658.87,468.61
"591",2019-08-18,2019,"August",3,1,1529.74,5185.48
"592",2020-02-27,2020,"February",2,1,2350.71,5437.56
"593",2021-02-09,2021,"February",1,1,1753.49,3624.81
"594",2019-04-11,2019,"April",2,1,2133.86,2477.22
"595",2019-04-24,2019,"April",1,1,1540.73,3539.13
"596",2019-10-23,2019,"October",1,1,335.36,723.2
"597",2019-11-13,2019,"November",3,1,488.09,609.99
"598",2020-04-24,2020,"April",1,1,804.87,2709.39
"599",2020-06-13,2020,"June",2,1,920.09,2274.87
"600",2019-09-17,2019,"September",2,1,2034.6,3414.95
"601",2021-03-10,2021,"March",2,1,1336.11,4324.74
"602",2019-02-16,2019,"February",2,1,943.45,3408.09
"603",2019-02-07,2019,"February",2,1,798.24,332.03
"604",2019-02-25,2019,"February",3,1,456,743.06
"605",2020-07-03,2020,"July",2,1,813.17,3337.23
"606",2019-03-01,2019,"March",2,1,567.02,3510.73
"607",2015-10-06,2015,"October",1,1,587.63,3061.62
"608",2019-05-18,2019,"May",1,1,1544.88,2299.99
"609",2020-07-17,2020,"July",3,1,447.87,1973.71
"610",2020-06-01,2020,"June",2,1,0,0
"611",2019-10-13,2019,"October",1,1,0,0
"612",2019-11-22,2019,"November",2,1,0,0
"613",2020-11-12,2020,"November",2,1,0,0
"614",2019-08-19,2019,"August",3,1,0,0
"615",2020-04-06,2020,"April",2,1,0,0
"616",2020-05-20,2020,"May",2,1,0,0
"617",2019-06-22,2019,"June",2,1,0,0
"618",2020-02-15,2020,"February",1,2,0,0
"619",2019-09-08,2019,"September",2,1,0,0
"620",2019-02-22,2019,"February",2,1,0,0
"621",2019-03-20,2019,"March",2,2,0,16.99
"622",2020-10-17,2020,"October",1,1,29.99,209.58
"623",2019-06-23,2019,"June",1,1,0,269.34
"624",2019-09-30,2019,"September",3,1,0,32.99
"625",2019-08-01,2019,"August",2,1,69.99,41.59
"626",2018-11-13,2018,"November",2,2,35.58,289.88
"627",2019-11-06,2019,"November",1,1,139.67,3287.47
"628",2020-05-18,2020,"May",1,2,466.76,3299.38
"629",2019-10-10,2019,"October",2,1,2030.58,2505.1
"630",2019-10-21,2019,"October",2,1,506.07,686.67
"631",2020-04-14,2020,"April",2,1,120.31,210.72
"632",2020-08-31,2020,"August",1,1,451.71,1343.59
"633",2021-03-02,2021,"March",3,2,601.61,3380.01
"634",2019-04-27,2019,"April",3,1,1484.92,1439.71
"635",2019-08-21,2019,"August",3,2,489.13,1445.8
"636",2018-11-27,2018,"November",2,1,211.54,1916.97
"637",2019-05-14,2019,"May",2,1,2671.1,1869.72
"638",2019-04-22,2019,"April",1,2,476.8,117.53
"639",2019-03-23,2019,"March",2,2,293.55,629.37
"640",2019-06-19,2019,"June",2,1,261.33,5854.73
"641",2019-09-10,2019,"September",1,1,393.95,1019
"642",2020-02-16,2020,"February",1,2,0,0
"643",2020-03-01,2020,"March",2,1,259.29,923.6
"644",2020-06-29,2020,"June",3,1,2023.29,3578.95
"645",2020-08-19,2020,"August",1,1,241.94,1649.1
"646",2020-08-20,2020,"August",1,1,792.97,1617.76
"647",2021-02-15,2021,"February",2,1,2433.88,2840.81
"648",2019-02-03,2019,"February",1,1,1725.3,4072.26
"649",2020-02-18,2020,"February",2,1,776.33,3507.88
"650",2020-01-15,2020,"January",3,1,1180.76,7973.9
"651",2020-01-03,2020,"January",2,1,1638.58,6805.46
"652",2020-01-08,2020,"January",1,1,1510.77,1122.3
"653",2020-01-31,2020,"January",3,1,670.72,3891.87
"654",2020-04-27,2020,"April",3,1,2622.05,3836.26
"655",2020-12-07,2020,"December",3,1,2420.23,4052.47
"656",2018-11-06,2018,"November",1,1,2497.97,5181.56
"657",2019-05-26,2019,"May",1,1,2355.05,4837.02
"658",2019-08-02,2019,"August",1,1,2007.16,1677.96
"659",2019-12-21,2019,"December",1,1,896.95,2364.34
"660",2020-05-17,2020,"May",1,1,1381.35,1325.1
"661",2019-03-30,2019,"March",3,2,4261.37,10600.22
"662",2016-09-24,2016,"September",4,1,2186.69,8095.69
"663",2018-12-07,2018,"December",3,1,2551.34,3712.43
"664",2019-05-11,2019,"May",3,1,12344.3,18026.68
"665",2015-10-04,2015,"October",1,1,439.64,7114.06
"666",2019-06-21,2019,"June",2,2,160.48,865.14
"667",2019-05-03,2019,"May",2,1,1068.88,2684.65
"668",2019-09-22,2019,"September",3,1,1222.54,5370.89
"669",2021-02-24,2021,"February",1,1,799.3,2373.89
"670",2019-03-07,2019,"March",1,2,885.31,3333.57
"671",2020-02-21,2020,"February",1,1,938.51,4913.82
"672",2020-04-09,2020,"April",2,2,1142.33,5066.47
"673",2020-06-14,2020,"June",1,1,562.48,349.55
"674",2020-01-11,2020,"January",2,2,146.09,596.17
"675",2019-04-16,2019,"April",2,2,563.12,1061.15
"676",2018-12-30,2018,"December",2,2,557.14,4060.99
"677",2020-08-17,2020,"August",3,2,1536.46,4114.61
"678",2018-10-19,2018,"October",2,1,1675.05,5567.4
"679",2021-02-18,2021,"February",2,1,1327.65,3116.33
"680",2020-09-03,2020,"September",2,2,216.49,662.56
"681",2019-11-20,2019,"November",2,1,162.91,1049.66
"682",2020-04-15,2020,"April",3,1,2211.37,3366.36
"683",2020-02-19,2020,"February",3,1,472.38,5752.53
"684",2019-11-09,2019,"November",1,1,1851.6,4597.14
"685",2020-08-22,2020,"August",2,2,593.24,5432.42
"686",2021-02-28,2021,"February",1,1,1091.49,19174.98
"687",2019-11-07,2019,"November",2,1,74.97,80.11
"688",2019-03-17,2019,"March",2,1,263.5,628.86
"689",2019-04-14,2019,"April",1,1,1077.95,3518.6
"690",2019-12-30,2019,"December",1,1,2102.19,3262.42
"691",2020-06-05,2020,"June",4,2,2284.04,1677.48
"692",2019-05-28,2019,"May",1,1,1074.14,2411.41
"693",2019-09-21,2019,"September",2,1,475.23,1478.25
"694",2019-08-17,2019,"August",2,1,60.45,569.31
"695",2019-06-26,2019,"June",3,1,399.48,623.73
"696",2019-06-15,2019,"June",2,2,985.9,6395.44
"697",2020-09-12,2020,"September",2,1,615.21,6760.94
"698",2020-07-10,2020,"July",3,1,1094.92,5444.79
"699",2020-05-02,2020,"May",3,1,862.75,1636.62
"700",2020-01-20,2020,"January",3,3,825.11,1772.82
"701",2019-10-12,2019,"October",2,2,127.94,642.78
"702",2020-09-19,2020,"September",3,2,2822.42,1036.98
"703",2016-07-17,2016,"July",1,1,1683.94,4719.06
"704",2019-01-19,2019,"January",1,1,1148.97,1983.47
"705",2020-03-29,2020,"March",1,2,1234.91,3610.1
"706",2015-09-24,2015,"September",4,2,691.43,2414.38
"707",2015-06-28,2015,"June",3,1,1991.25,2414.17
"708",2021-02-08,2021,"February",3,1,615.43,188.05
"709",2019-11-29,2019,"November",3,2,431.91,1541.24
"710",2019-04-18,2019,"April",3,1,1425.3,3243.07
"711",2015-07-03,2015,"July",2,1,2899.63,2945.62
"712",2020-04-07,2020,"April",2,2,2092.1,3307.08
"713",2019-12-05,2019,"December",4,1,3359.92,4993.67
"714",2019-05-15,2019,"May",1,3,1722.73,3494.47
"715",2019-10-06,2019,"October",4,2,274.63,521.8
"716",2019-01-16,2019,"January",2,1,752.42,1160.36
"717",2019-05-12,2019,"May",2,2,2907.5,4916.6
"718",2019-03-25,2019,"March",1,2,2160.73,4705.74
"719",2020-12-27,2020,"December",3,1,2284.6,4896
"720",2018-11-02,2018,"November",2,3,2147.22,7305.76
"721",2018-11-14,2018,"November",2,1,666.26,4999.09
"722",2019-05-08,2019,"May",2,2,533.87,1470.27
"723",2020-12-13,2020,"December",4,1,697.32,912.38
"724",2019-03-11,2019,"March",3,2,877.65,3775.54
"725",2016-09-17,2016,"September",3,2,1006.14,771.78
"726",2019-09-09,2019,"September",1,1,3709.07,1281.19
"727",2019-10-18,2019,"October",1,2,4224.44,4396.86
"728",2015-09-23,2015,"September",2,3,6570.13,5847.99
"729",2018-12-19,2018,"December",2,2,1481.95,3104.81
"730",2020-01-24,2020,"January",1,1,3246.36,3716.52
"731",2020-09-24,2020,"September",2,1,6143.08,5913.13
"732",2015-08-30,2015,"August",3,1,5779.01,7700.66
"733",2019-01-09,2019,"January",1,1,5267.94,9341.43
"734",2021-02-03,2021,"February",5,2,7110.19,8947.69
"735",2019-08-25,2019,"August",3,1,5362.13,5967.81
"736",2019-05-04,2019,"May",2,1,6279.01,2896.9
"737",2020-04-29,2020,"April",1,1,6583,4819.47
"738",2019-10-24,2019,"October",1,2,10533.12,11008.63
"739",2019-12-06,2019,"December",3,1,7224.55,9929.74
"740",2019-10-29,2019,"October",1,1,6988.06,8815.09
"741",2019-06-12,2019,"June",2,1,4512.06,8690.38
"742",2019-12-10,2019,"December",2,3,6475.28,9657.79
"743",2020-05-07,2020,"May",1,2,2963.84,3463.86
"744",2020-05-16,2020,"May",2,1,5211.87,7902.68
"745",2019-12-01,2019,"December",4,1,7517.01,10028.04
"746",2019-05-13,2019,"May",2,1,7570.14,9056.47
"747",2019-01-13,2019,"January",3,1,4167.09,14553.67
"748",2020-06-16,2020,"June",1,1,7227.31,17156.14
"749",2020-10-31,2020,"October",2,2,8463.5,13109.13
"750",2019-04-21,2019,"April",2,3,4163.55,4575.88
"751",2018-11-25,2018,"November",2,2,6449.5,7994.6
"752",2019-08-10,2019,"August",1,1,8714.08,12354
"753",2019-10-30,2019,"October",2,3,6002.38,9522.46
"754",2019-04-10,2019,"April",2,3,9243.13,18506.61
"755",2020-06-11,2020,"June",2,1,7803.23,6235.09
"756",2019-08-30,2019,"August",3,2,11853.93,14834.18
"757",2020-11-04,2020,"November",1,1,10499.51,8709.29
"758",2020-05-29,2020,"May",2,1,7951.37,13238.29
"759",2019-05-24,2019,"May",2,1,6337.61,8229.19
"760",2020-08-06,2020,"August",2,2,8811.22,33503.34
"761",2020-05-10,2020,"May",3,2,12770.1,41303.1
"762",2020-03-07,2020,"March",1,1,10334.99,20841.52
"763",2019-03-21,2019,"March",3,2,6955.54,15993.09
"764",2019-07-21,2019,"July",4,1,4841.68,8001.74
"765",2018-11-21,2018,"November",3,1,5048.54,9868.52
"766",2019-12-11,2019,"December",1,1,12502.52,22163.92
"767",2020-04-23,2020,"April",1,1,6240.61,29746
"768",2019-10-14,2019,"October",1,2,6136.07,21740.27
"769",2019-10-16,2019,"October",2,1,7909.92,20876.49
"770",2020-04-16,2020,"April",2,1,5096.67,21987.23
"771",2019-02-12,2019,"February",1,2,6044.67,8364.98
"772",2018-10-20,2018,"October",3,2,6196.19,19557.95
"773",2019-03-12,2019,"March",3,2,11031.17,36079.62
"774",2015-07-18,2015,"July",3,1,10000.03,27025.71
"775",2020-01-21,2020,"January",3,2,9064.29,16215.19
"776",2015-09-05,2015,"September",3,1,7023.07,24662.58
"777",2018-11-28,2018,"November",1,2,7269.99,18714.67
"778",2019-04-08,2019,"April",3,2,4750.5,12575.04
"779",2020-09-20,2020,"September",1,2,9661.79,12282.45
"780",2019-06-18,2019,"June",3,1,10751.73,24060.84
"781",2019-07-29,2019,"July",3,1,7773.17,19620.81
"782",2019-01-01,2019,"January",1,3,6709.09,11765.65
"783",2019-01-05,2019,"January",2,2,4393.02,11389.18
"784",2019-10-17,2019,"October",4,1,1677.8,6132.24
"785",2015-08-19,2015,"August",2,2,3234.25,8379.03
"786",2019-05-21,2019,"May",2,2,1801.36,4065.51
"787",2015-08-09,2015,"August",3,1,3573.11,7607.97
"788",2018-12-13,2018,"December",2,1,4742.66,10701.86
"789",2019-06-16,2019,"June",3,2,3871.78,12605.57
"790",2019-09-26,2019,"September",3,3,3473.56,11599.57
"791",2019-09-19,2019,"September",3,2,2267.66,8266.2
"792",2019-10-01,2019,"October",2,4,2828.53,6021.23
"793",2019-02-18,2019,"February",1,1,3395.11,6450.46
"794",2020-06-26,2020,"June",4,1,4673.78,9872.19
"795",2019-05-17,2019,"May",1,2,9216.66,19541.62
"796",2018-12-16,2018,"December",2,2,6897.31,12217.37
"797",2020-03-06,2020,"March",1,1,5376.12,15387.85
"798",2020-11-13,2020,"November",2,2,3914.69,12564.72
"799",2018-07-29,2018,"July",5,1,3210.26,3780.33
"800",2019-10-02,2019,"October",2,2,2728.17,6466.47
"801",2020-04-12,2020,"April",1,1,4476.57,17700.49
"802",2020-07-04,2020,"July",2,2,4933.88,11785.89
"803",2020-07-09,2020,"July",5,3,4953.05,7462.82
"804",2019-09-20,2019,"September",2,3,3483.14,9010.34
"805",2018-12-10,2018,"December",4,2,5539.21,11548.97
"806",2020-03-12,2020,"March",2,1,3263.31,2285.47
"807",2020-02-08,2020,"February",3,1,4327.51,5694.99
"808",2019-06-24,2019,"June",3,1,2775.92,11544.53
"809",2015-08-23,2015,"August",4,1,6636.39,13277.69
"810",2020-02-24,2020,"February",1,1,7729.1,15950.32
"811",2020-08-01,2020,"August",2,2,5289.88,10902.64
"812",2015-06-20,2015,"June",3,1,6723.37,8265.97
"813",2019-07-02,2019,"July",3,1,2001.59,5221.21
"814",2020-07-18,2020,"July",1,1,5212.91,6974.17
"815",2019-07-15,2019,"July",2,2,6581.81,10510.77
"816",2020-06-09,2020,"June",3,1,5628.86,10687.46
"817",2020-09-05,2020,"September",2,2,5931.44,7702.15
"818",2018-11-15,2018,"November",1,2,3621.72,10837.45
"819",2019-07-30,2019,"July",2,1,6210.38,9236.29
"820",2019-02-02,2019,"February",1,1,1843.56,4835.97
"821",2019-03-31,2019,"March",4,3,3323.53,5005.09
"822",2019-10-20,2019,"October",2,2,6995.23,13376.44
"823",2019-07-19,2019,"July",4,2,4232.98,14566.83
"824",2015-08-16,2015,"August",3,1,5750.55,10665.76
"825",2019-06-28,2019,"June",3,1,5137.79,9020.8
"826",2019-01-02,2019,"January",2,5,3409.03,9407.8
"827",2020-11-14,2020,"November",1,1,2114.5,3951.57
"828",2020-08-14,2020,"August",3,6,991.77,3092.04
"829",2020-09-15,2020,"September",2,2,5967.44,12370.07
"830",2019-01-23,2019,"January",2,1,6176.78,8332.07
"831",2019-08-04,2019,"August",2,2,4236.21,7882.1
"832",2019-11-30,2019,"November",1,1,3808.1,10387.92
"833",2021-02-10,2021,"February",4,3,5617.32,8188.95
"834",2019-01-08,2019,"January",4,2,2823.18,3747.54
"835",2019-07-18,2019,"July",2,3,1905.33,4091.7
"836",2020-11-05,2020,"November",1,1,5793.41,8621.31
"837",2020-09-17,2020,"September",4,1,4633.11,30566.31
"838",2018-09-08,2018,"September",3,1,3902.89,7227.7
"839",2020-08-23,2020,"August",3,2,5093.38,8923.28
"840",2019-01-30,2019,"January",2,2,4165.75,5655.8
"841",2018-12-11,2018,"December",2,2,2408.65,4087.13
"842",2019-03-09,2019,"March",2,2,4687.79,4602.36
"843",2019-11-14,2019,"November",5,2,3678.21,8899.08
"844",2020-02-01,2020,"February",2,3,7599.47,13063.08
"845",2020-06-02,2020,"June",3,2,3521.7,9986.5
"846",2015-12-30,2015,"December",5,1,1571.2,9507.21
"847",2019-07-10,2019,"July",3,2,3611.79,10890.61
"848",2020-10-08,2020,"October",2,2,1565.15,3636.36
"849",2019-09-23,2019,"September",2,1,2182.18,3485.56
"850",2020-07-24,2020,"July",4,2,5531.72,10774.47
"851",2015-09-20,2015,"September",3,2,3950.75,12095.3
"852",2020-01-17,2020,"January",3,5,4745.73,11785.03
"853",2020-12-03,2020,"December",3,1,6734.39,6505.07
"854",2019-03-19,2019,"March",2,1,5102.53,7712.99
"855",2019-08-16,2019,"August",1,3,6538.1,5879.07
"856",2020-09-06,2020,"September",2,3,3374.65,4590.08
"857",2020-03-24,2020,"March",2,1,6624.41,8957.51
"858",2016-07-23,2016,"July",3,2,4207.32,9936.34
"859",2019-06-20,2019,"June",4,2,4667.7,6623.55
"860",2019-08-15,2019,"August",1,1,2525.89,8323.63
"861",2020-04-08,2020,"April",2,5,3060.88,8692.08
"862",2021-02-07,2021,"February",2,2,1898.01,4366.23
"863",2019-03-10,2019,"March",2,2,2486.6,3586.46
"864",2015-10-02,2015,"October",3,2,4596.48,8596.56
"865",2020-06-21,2020,"June",2,2,3388.96,7636.7
"866",2019-05-20,2019,"May",3,2,7171.46,12731.86
"867",2020-04-17,2020,"April",4,2,4614.73,7226.2
"868",2020-03-14,2020,"March",2,2,4113.08,5004.14
"869",2018-12-15,2018,"December",5,2,2816.98,3914.09
"870",2018-12-04,2018,"December",3,1,4779.91,4976.39
"871",2020-03-31,2020,"March",2,1,9976.68,12935.54
"872",2019-09-14,2019,"September",2,3,5746.74,9963.92
"873",2020-12-09,2020,"December",3,3,6005.09,10643.05
"874",2016-10-01,2016,"October",3,1,4563.59,11564.62
"875",2020-09-04,2020,"September",1,2,3781.97,16043.61
"876",2020-11-23,2020,"November",2,1,1513.23,3663.99
"877",2020-11-15,2020,"November",5,1,2954.1,5328.38
"878",2019-07-31,2019,"July",2,2,8561.59,10672.96
"879",2015-08-15,2015,"August",2,3,7229.52,9850.61
"880",2020-02-25,2020,"February",3,1,5107.96,11967.97
"881",2020-10-12,2020,"October",2,1,3244.47,6976.38
"882",2019-03-13,2019,"March",2,2,4004.13,5630.58
"883",2019-01-28,2019,"January",1,1,2719.9,2500.09
"884",2019-06-08,2019,"June",3,1,1811.27,3381.72
"885",2019-01-29,2019,"January",4,1,3289.77,6234.81
"886",2018-11-01,2018,"November",1,2,3302.67,7554.13
"887",2018-12-09,2018,"December",3,2,1703.65,57304.55
"888",2018-11-16,2018,"November",2,2,2456.99,9309.12
"889",2019-11-26,2019,"November",3,2,2789.82,17446.77
"890",2020-09-22,2020,"September",3,1,2911.67,3395.26
"891",2020-03-02,2020,"March",2,2,3356.3,4383.34
"892",2020-11-06,2020,"November",3,3,6051.24,8905.74
"893",2020-08-04,2020,"August",3,2,2618.68,6947.74
"894",2019-11-18,2019,"November",4,2,3688.2,6933.3
"895",2020-07-28,2020,"July",1,3,7062.51,9874.74
"896",2020-04-30,2020,"April",2,1,4088.3,12219.7
"897",2016-07-19,2016,"July",4,1,1804.73,7414.42
"898",2019-12-12,2019,"December",5,4,2710.55,4205.72
"899",2020-11-11,2020,"November",2,1,8577.4,13737.81
"900",2015-06-21,2015,"June",3,1,5609.31,43234.57
"901",2019-12-07,2019,"December",3,1,3402.55,12138.08
"902",2015-08-25,2015,"August",3,1,2764.12,7522.5
"903",2019-04-30,2019,"April",2,3,4120.05,16311.09
"904",2018-12-05,2018,"December",3,1,3390.13,5020.85
"905",2019-12-02,2019,"December",7,1,3422.08,4607.41
"906",2019-09-25,2019,"September",3,5,3192.46,8293.91
"907",2015-09-28,2015,"September",4,1,2814.58,6679.36
"908",2019-03-08,2019,"March",1,3,3091.68,11870.28
"909",2020-10-27,2020,"October",3,2,4033.16,20306.45
"910",2016-04-30,2016,"April",3,1,3995.96,5788.94
"911",2020-08-21,2020,"August",2,3,1573.3,3639.55
"912",2015-06-27,2015,"June",5,1,2041.12,6345.3
"913",2019-04-29,2019,"April",4,2,8377.31,11703.06
"914",2019-11-15,2019,"November",4,2,3077.16,7945.82
"915",2020-01-06,2020,"January",2,3,2147.15,10564.86
"916",2019-11-28,2019,"November",4,3,4071.87,6114.71
"917",2020-06-27,2020,"June",1,1,3638.67,9635.07
"918",2020-07-08,2020,"July",2,2,1461.25,4097.91
"919",2016-09-04,2016,"September",5,2,2335.89,5146.86
"920",2019-10-25,2019,"October",3,2,4381.79,11459.45
"921",2019-01-14,2019,"January",1,3,5966.05,8683.81
"922",2020-12-12,2020,"December",5,2,3028.28,7805.43
"923",2015-08-29,2015,"August",5,3,3274.91,7036.55
"924",2019-12-23,2019,"December",1,4,4136.93,7479.6
"925",2019-08-23,2019,"August",3,4,3581.9,3764.22
"926",2019-08-14,2019,"August",2,1,1660.82,3786.78
"927",2020-12-11,2020,"December",5,1,4296.89,7571.42
"928",2018-12-22,2018,"December",1,2,5678.38,8448.86
"929",2019-10-26,2019,"October",2,2,4852.46,5766.31
"930",2019-03-03,2019,"March",2,2,3631.97,6394.35
"931",2015-07-14,2015,"July",3,1,4143.29,12084.6
"932",2021-01-29,2021,"January",3,5,1437.28,5964.9
"933",2020-10-24,2020,"October",3,2,4302.42,2803.75
"934",2019-06-30,2019,"June",5,1,5197.34,8831.41
"935",2018-12-17,2018,"December",4,2,2397.69,8522.85
"936",2020-02-10,2020,"February",1,2,5318.22,7627.07
"937",2019-07-06,2019,"July",3,2,4274.21,7080.56
"938",2019-03-22,2019,"March",2,3,5839.44,4843.51
"939",2020-01-05,2020,"January",1,2,2662.53,2469.93
"940",2020-11-03,2020,"November",2,1,661.43,1177.46
"941",2020-10-19,2020,"October",1,7,3372.65,4046.96
"942",2020-02-09,2020,"February",2,2,5433.92,11324.33
"943",2020-05-25,2020,"May",1,2,5025.04,18484.29
"944",2020-11-17,2020,"November",5,2,3172.14,6495.03
"945",2019-09-03,2019,"September",2,4,3416.73,9613.99
"946",2019-11-17,2019,"November",5,3,3741.99,2491.47
"947",2020-10-11,2020,"October",3,1,3122.59,3554.37
"948",2019-06-06,2019,"June",2,4,3269.64,11370.18
"949",2015-12-27,2015,"December",7,3,3707.71,6408.85
"950",2018-12-18,2018,"December",4,1,4764.16,5043.82
"951",2015-11-08,2015,"November",8,1,3373.91,8668.68
"952",2020-08-05,2020,"August",3,2,5275.62,6080.12
"953",2019-10-11,2019,"October",1,2,2815.86,1711.66
"954",2016-08-27,2016,"August",6,1,4310.75,4443.11
"955",2019-11-25,2019,"November",4,1,7165.7,15297.07
"956",2020-06-28,2020,"June",2,2,4617.88,11545.94
"957",2019-08-07,2019,"August",3,1,5748.09,11361.02
"958",2019-07-25,2019,"July",4,2,2468.03,7771.27
"959",2018-10-31,2018,"October",1,3,2934.03,10435.07
"960",2015-07-25,2015,"July",4,1,4586.56,3453.4
"961",2016-03-26,2016,"March",5,1,3472.92,5161.34
"962",2019-08-08,2019,"August",6,2,5533.81,17370.55
"963",2016-09-11,2016,"September",4,2,5709.96,4645.47
"964",2019-04-12,2019,"April",2,3,3662.94,15322.75
"965",2019-08-31,2019,"August",6,3,3729.72,10934.27
"966",2018-12-08,2018,"December",4,1,4499.9,7133.62
"967",2020-08-10,2020,"August",4,2,3141.72,2315.14
"968",2020-05-26,2020,"May",1,4,1665.61,2978.18
"969",2020-10-30,2020,"October",2,3,5435.93,9829.36
"970",2020-09-11,2020,"September",3,3,5123.28,8754.79
"971",2019-07-23,2019,"July",1,2,6203.59,12229.68
"972",2020-04-10,2020,"April",1,5,3626.91,9828.67
"973",2021-02-02,2021,"February",8,1,3291.91,8445.05
"974",2019-09-27,2019,"September",3,4,731.97,4129.18
"975",2015-08-18,2015,"August",4,2,2140.59,3860.03
"976",2019-01-27,2019,"January",2,1,2172.48,5424.43
"977",2019-05-10,2019,"May",1,3,1473.63,5046.61
"978",2019-11-05,2019,"November",3,2,9256.05,9922.6
"979",2020-05-06,2020,"May",3,2,3404.47,9936.63
"980",2015-07-12,2015,"July",5,1,4097.91,10072.59
"981",2020-10-29,2020,"October",2,5,2971.28,3017.65
"982",2015-10-12,2015,"October",7,3,2930.17,3128.56
"983",2020-12-06,2020,"December",4,4,4757.33,12804.48
"984",2020-05-30,2020,"May",2,7,4821,10863.83
"985",2019-11-19,2019,"November",3,3,3386.83,7868.58
"986",2015-09-26,2015,"September",7,3,18451.1,9062.47
