"","Date","Year","Month","New_users_transactions","Returning_users_transactions","New_Users_Revenue","Returning_Users_Revenue"
"987",2020-07-05,2020,"July",2,2,3878.49,9609.64
"988",2018-10-24,2018,"October",5,4,3569.4,4369.64
"989",2019-07-22,2019,"July",2,3,2268.36,5068.57
"990",2019-06-27,2019,"June",4,7,5487.33,9517.74
"991",2020-01-30,2020,"January",2,4,6062.08,35490.05
"992",2018-12-02,2018,"December",2,2,5007.63,11153.4
"993",2019-12-25,2019,"December",4,3,4742.44,11016.21
"994",2019-07-27,2019,"July",3,4,2764.62,6475.57
"995",2020-11-24,2020,"November",3,1,2595.56,4708.2
"996",2020-07-21,2020,"July",4,5,3481.23,6766.81
"997",2020-11-09,2020,"November",4,2,3269.84,13791.11
"998",2019-10-15,2019,"October",3,4,3329.91,12871.81
"999",2015-07-17,2015,"July",6,3,4273.07,5287.16
"1000",2015-08-22,2015,"August",5,2,4101.95,8042.01
"1001",2020-01-09,2020,"January",2,2,3973.02,9207.95
"1002",2020-12-04,2020,"December",4,1,844.38,2959.66
"1003",2019-03-15,2019,"March",4,1,2100.16,6637.27
"1004",2016-02-07,2016,"February",5,3,5804.79,16042.27
"1005",2015-06-26,2015,"June",5,3,4990.11,14215.21
"1006",2019-01-22,2019,"January",4,1,6639.39,39312.05
"1007",2020-02-06,2020,"February",2,2,3439.17,8257.55
"1008",2019-02-08,2019,"February",3,4,3039.37,13191.54
"1009",2019-12-08,2019,"December",4,4,2228.43,4916.68
"1010",2018-07-28,2018,"July",5,1,2850.93,3464.47
"1011",2015-09-27,2015,"September",5,2,1990,14195.64
"1012",2020-08-28,2020,"August",3,3,5620.56,11261.67
"1013",2020-05-11,2020,"May",6,2,2600.8,12188.6
"1014",2016-01-09,2016,"January",2,2,2390.88,11557.66
"1015",2019-01-31,2019,"January",5,2,4383.54,10918.63
"1016",2020-12-01,2020,"December",3,5,2012.82,5809.32
"1017",2021-03-11,2021,"March",3,3,2284.4,3457.84
"1018",2018-07-01,2018,"July",1,2,7645.12,11699.55
"1019",2021-01-27,2021,"January",5,3,3590.77,8356.74
"1020",2021-06-12,2021,"June",5,2,5260.04,11237.72
"1021",2020-01-26,2020,"January",3,1,4878.11,6795.37
"1022",2019-06-13,2019,"June",2,2,2885.74,10451.69
"1023",2018-12-06,2018,"December",3,3,4042.14,5013.13
"1024",2018-11-23,2018,"November",3,4,759.42,2117.96
"1025",2020-11-16,2020,"November",3,2,2919.68,9736.29
"1026",2020-05-21,2020,"May",4,10,3272.51,12599.06
"1027",2019-07-14,2019,"July",3,4,4988.74,20516.74
"1028",2015-08-13,2015,"August",5,5,2498.99,7331.67
"1029",2020-07-20,2020,"July",4,3,1937.28,10558.43
"1030",2018-09-29,2018,"September",6,2,1246.98,4168.1
"1031",2020-07-27,2020,"July",5,3,5085.04,4809.48
"1032",2015-09-03,2015,"September",3,3,5279.75,6958.38
"1033",2020-09-01,2020,"September",2,2,3907.39,11130.03
"1034",2020-06-12,2020,"June",1,2,5842.65,9395.27
"1035",2019-10-09,2019,"October",3,4,6327.81,9640.27
"1036",2020-01-01,2020,"January",5,2,5211.39,13041.71
"1037",2019-05-22,2019,"May",4,2,1895.72,2623.72
"1038",2016-07-28,2016,"July",6,4,1967.83,3523.37
"1039",2019-07-09,2019,"July",3,4,2047.8,5918.84
"1040",2019-04-09,2019,"April",5,4,2822.08,8382.53
"1041",2019-05-29,2019,"May",2,9,4570.33,9321.81
"1042",2019-03-16,2019,"March",5,3,2847.98,12750.1
"1043",2020-01-18,2020,"January",1,2,1307.56,4439.74
"1044",2018-08-07,2018,"August",8,5,3016.97,5272.33
"1045",2020-10-25,2020,"October",2,5,2838.96,4468.99
"1046",2019-11-27,2019,"November",2,5,3458.26,11695.35
"1047",2016-09-10,2016,"September",4,3,4832.51,10653.25
"1048",2019-08-06,2019,"August",4,2,3683.55,21712.47
"1049",2020-11-25,2020,"November",4,4,3682.89,5688.41
"1050",2015-09-29,2015,"September",4,2,4221.11,9886.22
"1051",2015-09-04,2015,"September",4,5,1909.43,4414.57
"1052",2015-07-23,2015,"July",5,2,2315.79,2876.71
"1053",2019-04-05,2019,"April",2,3,3870.01,8897.93
"1054",2018-12-21,2018,"December",5,9,3515.22,7593.47
"1055",2020-10-21,2020,"October",2,6,2836.18,8180.67
"1056",2015-10-07,2015,"October",6,5,5475.51,4888.93
"1057",2021-01-16,2021,"January",8,5,9537.26,11937.98
"1058",2019-04-03,2019,"April",4,2,5113.35,4514.7
"1059",2020-08-25,2020,"August",3,6,2444.52,7821.3
"1060",2018-07-21,2018,"July",9,10,4578.07,16111.43
"1061",2020-04-22,2020,"April",4,5,5663.23,14594.75
"1062",2018-06-10,2018,"June",13,3,6407.36,20726.17
"1063",2020-11-21,2020,"November",2,7,4359.31,11348.69
"1064",2020-12-26,2020,"December",6,5,4225.44,7039.45
"1065",2018-07-04,2018,"July",5,6,4446.72,4751.79
"1066",2018-07-14,2018,"July",4,2,4793.47,6302.96
"1067",2020-08-15,2020,"August",3,4,5196.49,10100.74
"1068",2021-02-20,2021,"February",1,8,3576.03,16136.12
"1069",2015-06-22,2015,"June",8,1,5840.72,14487.54
"1070",2021-02-16,2021,"February",10,2,1910.19,8022.5
"1071",2016-08-06,2016,"August",4,2,3636.22,9512.67
"1072",2020-05-01,2020,"May",6,3,3660.67,4487.87
"1073",2019-06-09,2019,"June",4,7,4308.87,5764.93
"1074",2020-05-28,2020,"May",5,4,5769.14,12287.87
"1075",2018-07-31,2018,"July",6,5,8191.48,10570.6
"1076",2015-09-12,2015,"September",4,3,10273.95,9933.27
"1077",2015-10-10,2015,"October",3,7,9618.38,13848.62
"1078",2016-01-01,2016,"January",7,4,3866.5,10287.76
"1079",2020-11-07,2020,"November",3,4,2390.16,5811.21
"1080",2016-02-14,2016,"February",4,4,4616.22,5842.71
"1081",2019-07-03,2019,"July",3,4,3832.15,13493.3
"1082",2019-06-07,2019,"June",4,3,6295.9,10804.53
"1083",2019-08-11,2019,"August",4,6,5203.17,6640.13
"1084",2020-12-31,2020,"December",5,3,2661.75,13285.56
"1085",2018-11-24,2018,"November",2,2,3660.57,10583.28
"1086",2019-12-18,2019,"December",4,3,4234.69,5453.14
"1087",2021-03-14,2021,"March",6,4,3291.3,7589.03
"1088",2016-08-04,2016,"August",5,6,6751.59,11365.05
"1089",2016-08-01,2016,"August",7,3,3714.62,13970.8
"1090",2015-07-26,2015,"July",5,10,3273.34,7962.39
"1091",2016-09-18,2016,"September",5,3,4311.27,9160.8
"1092",2020-11-18,2020,"November",5,7,6005.87,6629.01
"1093",2018-12-12,2018,"December",4,7,2600.31,8994.08
"1094",2016-03-19,2016,"March",6,3,2103.86,7229.03
"1095",2020-06-25,2020,"June",3,6,7485,12180.27
"1096",2020-08-07,2020,"August",4,3,2732.53,10266.11
"1097",2015-10-09,2015,"October",6,4,4972.47,16319.19
"1098",2020-03-27,2020,"March",5,2,4007.55,11630.69
"1099",2021-06-05,2021,"June",6,3,3838.79,10885.15
"1100",2015-08-08,2015,"August",4,9,1518.04,7520.08
"1101",2019-08-27,2019,"August",2,6,2737.73,7601.81
"1102",2016-10-15,2016,"October",4,8,3967.32,13866.77
"1103",2020-12-10,2020,"December",6,4,5280.36,15187.32
"1104",2015-12-26,2015,"December",9,3,6549.27,13664.52
"1105",2015-07-01,2015,"July",5,7,3002.17,10386.58
"1106",2020-06-17,2020,"June",5,5,3314.58,12934.29
"1107",2020-06-07,2020,"June",7,7,2866.26,6566.96
"1108",2018-11-22,2018,"November",6,8,4166.1,6783.91
"1109",2021-02-11,2021,"February",8,4,3615.37,18284.25
"1110",2018-12-01,2018,"December",7,6,8188.43,15886.71
"1111",2018-10-06,2018,"October",8,3,2712.5,14057.02
"1112",2020-04-02,2020,"April",4,18,4425.44,12693.57
"1113",2018-10-14,2018,"October",6,7,2608.63,12224.91
"1114",2021-01-10,2021,"January",6,15,2171.98,10206.65
"1115",2018-09-23,2018,"September",7,10,2374.16,7481.57
"1116",2020-06-06,2020,"June",4,8,3854.81,16979.99
"1117",2020-12-25,2020,"December",6,7,4440.99,16793.97
"1118",2020-09-23,2020,"September",4,1,8063.56,21340.19
"1119",2019-04-17,2019,"April",3,4,4799.46,13527.16
"1120",2016-07-31,2016,"July",7,1,6038.56,20084.13
"1121",2019-05-16,2019,"May",5,5,3143.15,13225.1
"1122",2018-12-03,2018,"December",3,8,2670.99,13492.5
"1123",2020-10-26,2020,"October",1,10,16265.84,38186.33
"1124",2015-12-24,2015,"December",13,3,3585.36,18190.52
"1125",2019-04-15,2019,"April",1,6,5897.72,17194.33
"1126",2019-12-15,2019,"December",7,2,2393.37,12154.84
"1127",2020-05-23,2020,"May",4,2,4317.38,9722.58
"1128",2015-07-04,2015,"July",4,10,2425.9,7038.23
"1129",2019-12-19,2019,"December",5,8,1492.07,11635.86
"1130",2020-07-25,2020,"July",2,7,3688.48,20630.39
"1131",2018-09-09,2018,"September",7,6,6792.46,18202.63
"1132",2015-10-05,2015,"October",4,11,14443.27,15036.92
"1133",2018-10-22,2018,"October",4,5,4768.23,14957.73
"1134",2020-09-02,2020,"September",3,3,6440.2,16300.16
"1135",2015-08-12,2015,"August",5,8,3528.02,8776.05
"1136",2021-01-17,2021,"January",7,9,4145.19,11312.79
"1137",2020-11-28,2020,"November",4,3,12685.63,20175.18
"1138",2016-03-13,2016,"March",10,5,3704.85,15972.61
"1139",2020-02-07,2020,"February",6,6,4247.87,18326.92
"1140",2015-11-25,2015,"November",8,4,4850.93,19031.63
"1141",2016-01-17,2016,"January",7,5,4112.16,27405.77
"1142",2015-09-07,2015,"September",4,5,3984.12,13781.61
"1143",2018-10-04,2018,"October",7,2,4121.25,8806.6
"1144",2019-12-03,2019,"December",8,13,5845.1,25496.77
"1145",2020-10-14,2020,"October",5,11,4617.68,18596.21
"1146",2020-12-08,2020,"December",5,11,4024.88,18394.21
"1147",2019-04-02,2019,"April",3,6,5615.17,13343.78
"1148",2018-09-15,2018,"September",4,9,3517.46,13577.08
"1149",2015-10-03,2015,"October",5,10,836.33,6712.7
"1150",2015-09-18,2015,"September",7,11,1548.52,4323.37
"1151",2018-08-25,2018,"August",8,5,3329.28,7571.84
"1152",2019-12-16,2019,"December",13,4,3062.39,7914.94
"1153",2020-08-03,2020,"August",5,5,1769.56,12910.9
"1154",2020-05-24,2020,"May",3,10,2581,10585.05
"1155",2018-06-23,2018,"June",7,4,2510.93,9391.8
"1156",2019-12-22,2019,"December",4,10,2720.16,5730.45
"1157",2016-06-18,2016,"June",6,9,2041.67,8598.5
"1158",2015-12-28,2015,"December",10,3,1750.48,7546.37
"1159",2020-08-11,2020,"August",7,9,7788.28,14605.41
"1160",2021-02-04,2021,"February",4,5,3901.03,13876.91
"1161",2015-09-13,2015,"September",6,8,2519.81,13987.94
"1162",2020-12-05,2020,"December",5,9,5198.81,11999.56
"1163",2015-07-11,2015,"July",8,7,2206.77,6989.94
"1164",2015-08-10,2015,"August",7,12,1042.51,7044.11
"1165",2015-09-17,2015,"September",4,7,4276.16,16602.71
"1166",2021-01-03,2021,"January",8,8,2670.76,13949.72
"1167",2018-07-22,2018,"July",9,8,3715.56,11068.06
"1168",2016-01-02,2016,"January",7,5,2189.93,11675
"1169",2018-09-02,2018,"September",5,3,4408.88,10700.47
"1170",2021-07-03,2021,"July",10,3,1071.33,5120.44
"1171",2016-01-16,2016,"January",8,5,3088.58,6570.25
"1172",2015-08-24,2015,"August",10,11,3845.18,7949.8
"1173",2018-07-07,2018,"July",10,6,5327.01,12284.8
"1174",2015-08-20,2015,"August",7,10,5527.31,9435.75
"1175",2018-06-22,2018,"June",9,12,3171.98,6143.73
"1176",2015-11-14,2015,"November",9,10,2972.39,7003.84
"1177",2020-05-19,2020,"May",5,10,2465.77,5776.38
"1178",2020-07-11,2020,"July",4,7,4161.4,12860.37
"1179",2015-08-27,2015,"August",7,17,6027.18,14332.53
"1180",2016-05-07,2016,"May",7,10,2773.09,12428.15
"1181",2019-12-04,2019,"December",3,11,4198.35,12146.05
"1182",2018-08-18,2018,"August",5,3,2961.12,12249.15
"1183",2015-07-21,2015,"July",6,12,3867.73,7527.51
"1184",2019-11-23,2019,"November",2,6,2190.68,8669.1
"1185",2015-11-26,2015,"November",7,12,949.52,7858.45
"1186",2015-07-27,2015,"July",4,5,4645.02,11522.28
"1187",2020-08-30,2020,"August",3,3,3637.77,15847.82
"1188",2016-05-21,2016,"May",10,2,2619.66,9883.4
"1189",2018-06-09,2018,"June",17,16,3532.4,12380.35
"1190",2018-09-30,2018,"September",8,9,3656.79,11092.96
"1191",2020-11-27,2020,"November",7,9,2623.78,5135.36
"1192",2019-02-15,2019,"February",1,10,2272.15,7602.97
"1193",2015-08-14,2015,"August",9,12,3354.17,13092.09
"1194",2015-08-21,2015,"August",13,3,3912.73,9963.8
"1195",2016-08-02,2016,"August",9,9,2785.37,9788.87
"1196",2018-07-17,2018,"July",10,12,3644.35,11366.02
"1197",2015-08-05,2015,"August",11,15,3495.7,10647.9
"1198",2015-10-17,2015,"October",11,5,2132.68,3930.16
"1199",2016-03-27,2016,"March",15,7,1280.65,4040.68
"1200",2020-12-23,2020,"December",7,12,5344.42,11641.92
"1201",2016-09-25,2016,"September",8,10,3652.08,11108.01
"1202",2018-08-28,2018,"August",10,10,2797.35,6783.12
"1203",2021-01-04,2021,"January",8,9,3760,5294.3
"1204",2019-01-26,2019,"January",2,12,4214.67,8712.22
"1205",2020-11-19,2020,"November",2,9,1073.27,5806.93
"1206",2016-02-28,2016,"February",12,14,1213.83,6132
"1207",2015-09-14,2015,"September",10,10,2813.25,8879.2
"1208",2021-03-21,2021,"March",9,8,4932.02,10836.08
"1209",2016-05-15,2016,"May",7,10,4509.55,10950.81
"1210",2015-12-25,2015,"December",11,7,5127.01,11752.5
"1211",2019-06-10,2019,"June",4,10,3162.55,7937.9
"1212",2015-10-13,2015,"October",6,11,1437.92,4825.88
"1213",2016-05-29,2016,"May",7,10,3087.97,5827.66
"1214",2018-08-11,2018,"August",9,7,3109.51,8772.06
"1215",2018-08-05,2018,"August",9,10,3441.1,14522.16
"1216",2015-09-15,2015,"September",10,3,6478.78,7246.54
"1217",2016-05-28,2016,"May",6,10,2257.82,8248.95
"1218",2016-06-11,2016,"June",5,10,3236.21,10120.53
"1219",2018-07-24,2018,"July",10,9,505.83,4206.92
"1220",2020-10-15,2020,"October",2,10,3632.7,8146.37
"1221",2016-10-09,2016,"October",7,10,3455.57,10342.27
"1222",2015-12-31,2015,"December",10,8,2912.02,8367.69
"1223",2016-08-26,2016,"August",9,22,2629.81,12574.56
"1224",2020-11-26,2020,"November",9,12,4726.61,7249.91
"1225",2019-12-20,2019,"December",6,17,1857.14,9045.12
"1226",2015-10-08,2015,"October",8,12,1601.05,5091.59
"1227",2015-09-21,2015,"September",5,7,2000.96,3809.9
"1228",2016-03-20,2016,"March",13,14,2778.75,12561.81
"1229",2015-07-30,2015,"July",10,10,3606.39,11057.3
"1230",2016-07-01,2016,"July",7,10,6534.83,18655.86
"1231",2015-11-07,2015,"November",7,8,10095.71,17282.02
"1232",2016-05-14,2016,"May",7,10,5312.49,15407.84
"1233",2016-07-24,2016,"July",5,8,5725.64,8861.99
"1234",2015-08-26,2015,"August",5,4,1721.45,9797.96
"1235",2018-10-13,2018,"October",6,5,5240.85,18999.15
"1236",2016-06-26,2016,"June",9,10,3568.33,13703.29
"1237",2020-12-24,2020,"December",8,11,5190.68,10008.48
"1238",2015-08-11,2015,"August",7,10,5536.06,14441.06
"1239",2015-09-01,2015,"September",9,10,3721.29,8057.38
"1240",2016-05-08,2016,"May",10,10,4110.29,10279.58
"1241",2015-09-30,2015,"September",8,19,2885.24,7275.85
"1242",2021-04-11,2021,"April",8,12,4371.77,29129.16
"1243",2021-03-13,2021,"March",7,10,8528.66,35198.32
"1244",2016-07-20,2016,"July",6,17,9781.52,27331.12
"1245",2019-04-01,2019,"April",2,12,6415.74,19308.95
"1246",2019-09-06,2019,"September",4,6,3976.57,18686.99
"1247",2016-09-13,2016,"September",6,14,4144.11,9498.17
"1248",2015-11-06,2015,"November",17,8,4992.27,14159.81
"1249",2016-06-05,2016,"June",8,9,8775.3,24800.49
"1250",2020-06-30,2020,"June",3,14,3122.58,19927.23
"1251",2016-09-23,2016,"September",8,11,6652.52,24144.74
"1252",2016-07-30,2016,"July",7,9,3221.31,21317.44
"1253",2018-08-19,2018,"August",11,8,5383.27,19460.11
"1254",2016-02-06,2016,"February",12,15,2683.24,11305.48
"1255",2015-07-28,2015,"July",5,12,5593.66,12591.04
"1256",2016-01-31,2016,"January",10,13,4993.98,24121.05
"1257",2018-08-04,2018,"August",6,8,4146.71,20810.66
"1258",2016-04-24,2016,"April",12,10,4803.51,24562.88
"1259",2020-07-22,2020,"July",7,13,3665.42,14721.68
"1260",2016-04-09,2016,"April",11,12,4699.24,16092.77
"1261",2018-12-20,2018,"December",5,12,1770.99,6309.54
"1262",2016-06-19,2016,"June",6,14,4045.03,11532.86
"1263",2016-07-27,2016,"July",8,16,2415.04,16755.69
"1264",2019-03-02,2019,"March",5,12,4854.8,12423.63
"1265",2020-11-29,2020,"November",5,9,3518.22,12586.45
"1266",2018-07-12,2018,"July",9,14,3834.68,14562.59
"1267",2016-03-05,2016,"March",8,7,4925.15,20572.1
"1268",2016-04-08,2016,"April",16,8,1770.44,9001.18
"1269",2021-05-23,2021,"May",9,10,4022.31,14568.14
"1270",2018-03-03,2018,"March",6,6,6048.84,18168.38
"1271",2016-07-22,2016,"July",3,13,4769.45,15170.87
"1272",2016-05-22,2016,"May",14,11,5021.09,13829.39
"1273",2015-07-06,2015,"July",9,15,5215.25,14244.8
"1274",2015-11-23,2015,"November",12,13,2222.24,11712.81
"1275",2018-08-01,2018,"August",9,12,1850.56,6738.48
"1276",2016-04-17,2016,"April",9,6,3859.87,14336.04
"1277",2015-08-02,2015,"August",7,9,8079.36,18577.2
"1278",2021-02-22,2021,"February",3,10,5108.53,14030.14
"1279",2015-11-28,2015,"November",12,17,5327.92,15994.42
"1280",2021-01-02,2021,"January",6,11,3261.97,14928.92
"1281",2015-11-29,2015,"November",11,7,6646.81,10122.01
"1282",2018-08-17,2018,"August",12,14,3024.04,8212.28
"1283",2016-01-30,2016,"January",10,16,4337.52,13058.79
"1284",2019-12-14,2019,"December",9,14,8280.95,16821.74
"1285",2015-10-25,2015,"October",10,15,5928.36,13246.68
"1286",2018-07-05,2018,"July",9,3,6201,11598.41
"1287",2016-10-22,2016,"October",10,12,7561.79,14073.27
"1288",2015-07-07,2015,"July",9,11,3054.95,17587.53
"1289",2016-03-31,2016,"March",12,7,1874.93,3855.87
"1290",2016-06-04,2016,"June",10,9,4247.99,4771.49
"1291",2018-07-25,2018,"July",14,22,4818.82,15825.4
"1292",2018-08-26,2018,"August",10,11,4990.25,9182.02
"1293",2018-07-03,2018,"July",11,12,4178.86,12520.56
"1294",2015-10-20,2015,"October",13,14,5071.7,8014.49
"1295",2015-06-24,2015,"June",8,9,2292.91,13008.66
"1296",2021-04-03,2021,"April",10,15,4174.8,4769.47
"1297",2016-01-03,2016,"January",12,6,2801.05,6699.44
"1298",2020-12-14,2020,"December",14,5,3751.63,15554.51
"1299",2015-09-08,2015,"September",11,7,4735.36,13218.38
"1300",2015-10-31,2015,"October",12,9,5091.25,8583.09
"1301",2018-08-27,2018,"August",7,15,5313.05,10092.35
"1302",2015-07-20,2015,"July",8,7,4524.34,9863.07
"1303",2016-04-16,2016,"April",12,10,1732.37,3994.77
"1304",2016-09-06,2016,"September",12,13,1416.08,6402.3
"1305",2021-03-27,2021,"March",10,18,3755.01,8164.19
"1306",2019-12-17,2019,"December",8,17,4252.98,10569.24
"1307",2020-08-29,2020,"August",5,8,4557.8,19289.71
"1308",2018-09-01,2018,"September",11,9,3425.86,11532.57
"1309",2016-09-03,2016,"September",6,13,4638.76,14713.52
"1310",2016-09-05,2016,"September",7,13,2412.77,6560.43
"1311",2018-06-28,2018,"June",11,9,4679.17,9776.59
"1312",2018-06-30,2018,"June",6,10,4916.97,14529.7
"1313",2021-07-05,2021,"July",10,14,4589.4,12088.56
"1314",2016-06-28,2016,"June",12,12,3368.7,18589.69
"1315",2016-03-01,2016,"March",16,19,3794.15,12022.93
"1316",2020-02-13,2020,"February",3,13,1301.81,6884.82
"1317",2020-12-29,2020,"December",11,8,380.74,558.51
"1318",2018-06-14,2018,"June",7,21,232.51,283.77
"1319",2018-07-10,2018,"July",10,7,979.48,27491.36
"1320",2018-06-19,2018,"June",11,18,628.17,3869.43
"1321",2016-06-29,2016,"June",10,5,1093.34,2809.59
"1322",2016-03-29,2016,"March",15,10,578.02,1595.33
"1323",2021-01-01,2021,"January",7,7,1177.92,2029.57
"1324",2016-09-15,2016,"September",8,10,1475.57,509.39
"1325",2018-08-14,2018,"August",11,16,689.41,244.26
"1326",2015-11-04,2015,"November",11,7,1349.7,1775.98
"1327",2016-01-10,2016,"January",8,15,584.83,1794.42
"1328",2016-04-01,2016,"April",15,6,1183.67,1930.28
"1329",2016-07-25,2016,"July",6,16,828.5,2429.13
"1330",2020-12-30,2020,"December",4,10,365.98,1318.09
"1331",2021-03-12,2021,"March",9,10,330.75,464.1
"1332",2021-05-16,2021,"May",12,18,981.31,775.78
"1333",2015-10-16,2015,"October",9,7,631.76,794.16
"1334",2016-09-27,2016,"September",8,14,1165.79,961.17
"1335",2016-10-08,2016,"October",8,11,1302.37,5650.02
"1336",2021-06-15,2021,"June",14,7,563.89,4167.79
"1337",2019-05-01,2019,"May",3,16,4093.69,2356.21
"1338",2021-04-24,2021,"April",5,26,563.96,399.56
"1339",2015-10-11,2015,"October",9,17,198.74,104.08
"1340",2018-10-07,2018,"October",12,17,1585.5,4049.36
"1341",2018-06-12,2018,"June",48,12,545.69,1852.29
"1342",2018-06-25,2018,"June",12,45,237.46,380.32
"1343",2018-09-16,2018,"September",13,19,532.9,953.68
"1344",2015-11-21,2015,"November",16,15,1108.46,4623.48
"1345",2018-09-13,2018,"September",12,20,365.1,140.69
"1346",2020-03-13,2020,"March",3,13,1221.96,256.27
"1347",2021-07-06,2021,"July",17,6,1727.39,8441.71
"1348",2021-04-04,2021,"April",11,17,578.95,2573.68
"1349",2016-02-04,2016,"February",22,14,1932.66,2651.37
"1350",2020-06-15,2020,"June",6,19,494.49,3408.6
"1351",2016-06-12,2016,"June",12,23,1115.34,2469.92
"1352",2016-04-06,2016,"April",7,22,237.46,455.01
"1353",2015-11-01,2015,"November",13,14,815.18,700.13
"1354",2021-06-13,2021,"June",10,14,1392.18,2443.6
"1355",2017-05-28,2017,"May",8,8,395.21,1629.2
"1356",2020-12-20,2020,"December",8,10,1164.16,4084.09
"1357",2018-09-18,2018,"September",10,18,1550.44,2398.15
"1358",2016-10-21,2016,"October",11,14,1131.71,2231.49
"1359",2021-01-07,2021,"January",9,10,231.46,672.49
"1360",2015-11-15,2015,"November",10,23,358.09,412.95
"1361",2016-08-14,2016,"August",7,30,1443.02,4082.58
"1362",2016-02-13,2016,"February",13,15,427.32,2531.07
"1363",2018-09-28,2018,"September",12,10,538.19,2888.46
"1364",2015-09-25,2015,"September",8,18,1844.99,32634.12
"1365",2016-01-23,2016,"January",14,14,2857.08,1911.04
"1366",2015-12-23,2015,"December",14,20,191.87,996.86
"1367",2016-01-26,2016,"January",14,23,96.07,629.38
"1368",2021-01-06,2021,"January",14,17,2351.34,1299.99
"1369",2018-06-17,2018,"June",10,20,246.26,4541.67
"1370",2015-08-06,2015,"August",8,9,515.97,2805.61
"1371",2021-04-17,2021,"April",10,30,1202.92,1912.97
"1372",2016-10-06,2016,"October",13,17,805.83,2305.52
"1373",2015-10-15,2015,"October",15,16,482.31,375.59
"1374",2016-05-09,2016,"May",14,9,422.91,609.75
"1375",2016-10-23,2016,"October",19,27,846.68,3862.3
"1376",2016-01-08,2016,"January",11,26,213.84,5781.09
"1377",2019-12-13,2019,"December",7,16,2553.63,1103.34
"1378",2015-08-17,2015,"August",8,22,1096.75,6053.17
"1379",2015-07-31,2015,"July",5,12,1708.21,3157.01
"1380",2021-01-12,2021,"January",13,23,422.85,2054.69
"1381",2019-08-05,2019,"August",2,22,902.62,831.67
"1382",2016-05-01,2016,"May",9,24,3101.31,2657.05
"1383",2015-06-25,2015,"June",10,18,598.26,1236.1
"1384",2021-05-15,2021,"May",16,12,1941.9,4863.06
"1385",2021-01-15,2021,"January",12,16,840.06,2021.1
"1386",2016-04-05,2016,"April",13,26,527.8,2975.53
"1387",2015-10-27,2015,"October",10,25,372.79,813.43
"1388",2016-04-02,2016,"April",13,19,476.87,391.3
"1389",2017-07-01,2017,"July",5,21,828.78,3267.91
"1390",2016-05-17,2016,"May",16,35,1368.86,2567.71
"1391",2021-06-20,2021,"June",8,9,904.19,1681.87
"1392",2021-01-23,2021,"January",12,21,1041.09,2015.19
"1393",2016-03-02,2016,"March",21,13,877.14,7021.33
"1394",2016-05-31,2016,"May",19,26,328.11,581.76
"1395",2015-07-02,2015,"July",7,25,545.37,514.49
"1396",2021-01-05,2021,"January",14,24,553.7,2034.53
"1397",2021-05-28,2021,"May",21,26,400.12,3857.37
"1398",2021-03-26,2021,"March",10,14,1061.04,1441.54
"1399",2016-10-16,2016,"October",15,9,824.2,781.51
"1400",2016-01-24,2016,"January",8,6,887.23,7809.29
"1401",2015-12-29,2015,"December",13,11,561.79,802.71
"1402",2021-05-01,2021,"May",16,26,360.8,383.85
"1403",2017-08-20,2017,"August",8,21,1459.96,436.98
"1404",2015-09-10,2015,"September",11,22,1142.58,1386.24
"1405",2020-12-19,2020,"December",18,33,1261.21,4813.84
"1406",2016-01-15,2016,"January",9,21,1848.59,2056.41
"1407",2015-08-28,2015,"August",8,17,1164.91,7483.48
"1408",2015-06-19,2015,"June",15,20,113.38,616.4
"1409",2018-09-10,2018,"September",15,16,308.08,204.25
"1410",2016-05-30,2016,"May",9,15,773.57,2975.68
"1411",2016-08-10,2016,"August",15,22,3216.17,1939.5
"1412",2020-07-06,2020,"July",8,9,1081.18,2233.02
"1413",2016-01-04,2016,"January",13,15,644.54,3014.3
"1414",2021-04-06,2021,"April",18,24,1207.64,1575.98
"1415",2016-08-07,2016,"August",7,27,324.73,331.36
"1416",2016-06-25,2016,"June",7,31,637.66,926.67
"1417",2016-08-30,2016,"August",14,14,3327.18,2939.36
"1418",2016-02-21,2016,"February",16,26,664.76,3260.28
"1419",2016-06-20,2016,"June",11,18,1370.1,1374.14
"1420",2018-08-03,2018,"August",13,26,1426.87,3126.66
"1421",2021-05-08,2021,"May",11,18,832.69,5427.16
"1422",2016-06-27,2016,"June",13,28,934.32,926.74
"1423",2018-07-15,2018,"July",3,23,284.33,680.21
"1424",2018-08-30,2018,"August",15,19,2140.27,4043.19
"1425",2016-09-30,2016,"September",12,8,1704.68,19192.82
"1426",2015-07-09,2015,"July",10,21,1649.4,2386.22
"1427",2018-06-21,2018,"June",14,22,1856.91,7033.26
"1428",2016-02-10,2016,"February",14,16,672.37,2997.21
"1429",2018-08-20,2018,"August",16,19,204.73,423.83
"1430",2016-04-15,2016,"April",15,27,382.17,1143.46
"1431",2018-09-21,2018,"September",12,15,926.54,5387.46
"1432",2017-12-23,2017,"December",8,19,2183.36,3832.8
"1433",2021-04-23,2021,"April",17,11,1039.78,5606.26
"1434",2016-03-12,2016,"March",19,25,322.62,2621.9
"1435",2018-08-16,2018,"August",16,20,1175.63,1401.76
"1436",2017-07-29,2017,"July",12,22,276.97,617.48
"1437",2015-12-22,2015,"December",14,23,628.02,958.71
"1438",2018-08-06,2018,"August",13,11,1065.54,2644.88
"1439",2021-06-27,2021,"June",11,19,1324.67,4198.57
"1440",2015-07-19,2015,"July",12,14,2268.51,4918.24
